,ICAO,Name,Altitude ,Latitude,Longitude,,,,,,,,,,,,,,,,,,
185,ZUAS,Anshun Huangguoshu Airport,4812,26.260555,105.873337,,,,,,,,,,,,,,ZUAS,Anshun Huangguoshu Airport,4812,26.260555,105.873337
186,LTDA,Antakya Hatay Airport,25,36.362778,36.282223,,,,,,,,,,,,,,LTDA,Antakya Hatay Airport,25,36.362778,36.282223
187,LTAI,Antalya Airport,177,36.898731,30.800461,,,,,,,,,,,,,,LTAI,Antalya Airport,177,36.898731,30.800461
188,FMMI,Antananarivo Ivato International Airport,4198,-18.7969,47.478802,,,,,,,,,,,,,,FMMI,Antananarivo Ivato International Airport,4198,-18.7969,47.478802
189,TAPA,Antigua V. C. Bird International Airport,62,17.13674,-61.792599,,,,,,,,,,,,,,TAPA,Antigua V. C. Bird International Airport,62,17.13674,-61.792599
190,SCFA,Antofagasta International Airport,455,-23.444401,-70.445099,,,,,,,,,,,,,,SCFA,Antofagasta International Airport,455,-23.444401,-70.445099
191,FMNA,Antsiranana Arrachart Airport,374,-12.3494,49.29174,,,,,,,,,,,,,,FMNA,Antsiranana Arrachart Airport,374,-12.3494,49.29174
192,EBAW,Antwerp International Airport,39,51.189442,4.460278,,,,,,,,,,,,,,EBAW,Antwerp International Airport,39,51.189442,4.460278
193,PANV,Anvik Airport,309,62.647778,-160.188889,,,,,,,,,,,,,,PANV,Anvik Airport,309,62.647778,-160.188889
194,RJSA,Aomori Airport,664,40.734718,140.690796,,,,,,,,,,,,,,RJSA,Aomori Airport,664,40.734718,140.690796
195,LIMW,Aosta Airport,1791,45.738499,7.36872,,,,,,,,,,,,,,LIMW,Aosta Airport,1791,45.738499,7.36872
196,KAAF,Apalachicola Regional Airport,20,29.733334,-84.98333,,,,,,,,,,,,,,KAAF,Apalachicola Regional Airport,20,29.733334,-84.98333
197,SKLC,Apartado Airport,46,7.817678,-76.717659,,,,,,,,,,,,,,SKLC,Apartado Airport,46,7.817678,-76.717659
198,NTGD,Apataki Airport,18,-15.575026,-146.413361,,,,,,,,,,,,,,NTGD,Apataki Airport,18,-15.575026,-146.413361
199,ULMK,Apatity Airport,515,67.463303,33.588299,,,,,,,,,,,,,,ULMK,Apatity Airport,515,67.463303,33.588299
200,NSFA,Apia Faleolo International Airport,58,-13.8296,-171.996994,,,,,,,,,,,,,,NSFA,Apia Faleolo International Airport,58,-13.8296,-171.996994
201,KAPV,Apple Valley Airport,3062,34.575298,-117.185997,,,,,,,,,,,,,,KAPV,Apple Valley Airport,3062,34.575298,-117.185997
202,KATW,Appleton International Airport,918,44.258091,-88.518997,,,,,,,,,,,,,,KATW,Appleton International Airport,918,44.258091,-88.518997
203,SSAP,Apucarana Airport,2641,-23.609501,-51.384499,,,,,,,,,,,,,,SSAP,Apucarana Airport,2641,-23.609501,-51.384499
204,SWYN,Apui Airport,614,-7.1727,-59.839409,,,,,,,,,,,,,,SWYN,Apui Airport,614,-7.1727,-59.839409
205,OJAQ,Aqaba King Hussein International Airport,175,29.61161,35.018059,,,,,,,,,,,,,,OJAQ,Aqaba King Hussein International Airport,175,29.61161,35.018059
206,SBAR,Aracaju Santa Maria Airport,23,-10.984,-37.070301,,,,,,,,,,,,,,SBAR,Aracaju Santa Maria Airport,23,-10.984,-37.070301
207,SBAC,Aracati Airport,128,-4.56861,-37.804722,,,,,,,,,,,,,,SBAC,Aracati Airport,128,-4.56861,-37.804722
208,SBAU,Aracatuba Airport,1361,-21.1413,-50.424702,,,,,,,,,,,,,,SBAU,Aracatuba Airport,1361,-21.1413,-50.424702
209,LRAR,Arad International Airport,352,46.176552,21.26202,,,,,,,,,,,,,,LRAR,Arad International Airport,352,46.176552,21.26202
210,SWGN,Araguaina Airport,771,-7.227867,-48.240467,,,,,,,,,,,,,,SWGN,Araguaina Airport,771,-7.227867,-48.240467
211,OIHR,Arak Airport,5440,34.1381,49.847301,,,,,,,,,,,,,,OIHR,Arak Airport,5440,34.1381,49.847301
212,ZWAL,Aral Talim Airport,3333,40.435261,81.263084,,,,,,,,,,,,,,ZWAL,Aral Talim Airport,3333,40.435261,81.263084
213,SSOG,Arapongas Airport,2599,-23.3529,-51.491699,,,,,,,,,,,,,,SSOG,Arapongas Airport,2599,-23.3529,-51.491699
214,OERR,Arar Domestic Airport,1813,30.90658,41.13821,,,,,,,,,,,,,,OERR,Arar Domestic Airport,1813,30.90658,41.13821
215,SBAQ,Araraquara Airport,2334,-21.812,-48.132999,,,,,,,,,,,,,,SBAQ,Araraquara Airport,2334,-21.812,-48.132999
216,YARA,Ararat Airport,1010,-37.310833,142.989899,,,,,,,,,,,,,,YARA,Ararat Airport,1010,-37.310833,142.989899
217,SNAB,Araripina Airport,2421,-7.5864,-40.5354,,,,,,,,,,,,,,SNAB,Araripina Airport,2421,-7.5864,-40.5354
218,NTKK,Aratika Airport,26,-15.485568,-145.465286,,,,,,,,,,,,,,NTKK,Aratika Airport,26,-15.485568,-145.465286
219,SKUC,Arauca Santiago Perez Quiroz Airport,420,7.068889,-70.7369,,,,,,,,,,,,,,SKUC,Arauca Santiago Perez Quiroz Airport,420,7.068889,-70.7369
220,SBAX,Araxa Airport,3247,-19.562658,-46.961014,,,,,,,,,,,,,,SBAX,Araxa Airport,3247,-19.562658,-46.961014
221,HAAM,Arba Minch Airport,3895,6.039389,37.59045,,,,,,,,,,,,,,HAAM,Arba Minch Airport,3895,6.039389,37.59045
222,LFCH,Arcachon La Teste-de-Buch Airport,49,44.59861,-1.11472,,,,,,,,,,,,,,LFCH,Arcachon La Teste-de-Buch Airport,49,44.59861,-1.11472
223,KACV,Arcata Eureka Airport,222,40.978111,-124.108002,,,,,,,,,,,,,,KACV,Arcata Eureka Airport,222,40.978111,-124.108002
224,CYAB,Arctic Bay Airport,72,73.006386,-85.047218,,,,,,,,,,,,,,CYAB,Arctic Bay Airport,72,73.006386,-85.047218
225,PARC,Arctic Village,2092,68.110001,-145.570007,,,,,,,,,,,,,,PARC,Arctic Village,2092,68.110001,-145.570007
226,OITL,Ardabil Airport,4317,38.323826,48.421249,,,,,,,,,,,,,,OITL,Ardabil Airport,4317,38.323826,48.421249
227,NZAR,Ardmore Airport,111,-37.029701,174.973007,,,,,,,,,,,,,,NZAR,Ardmore Airport,111,-37.029701,174.973007
228,KADM,Ardmore Municipal Airport,776,34.303009,-97.0196,,,,,,,,,,,,,,KADM,Ardmore Municipal Airport,776,34.303009,-97.0196
229,TJAB,Arecibo Antonio Juarbe Pol Airport,30,18.450836,-66.675621,,,,,,,,,,,,,,TJAB,Arecibo Antonio Juarbe Pol Airport,30,18.450836,-66.675621
230,ENGK,Arendal Gullknapp Airport,405,58.518326,8.707467,,,,,,,,,,,,,,ENGK,Arendal Gullknapp Airport,405,58.518326,8.707467
231,SPQU,Arequipa Rodriguez Ballon International Airport,8405,-16.341,-71.583,,,,,,,,,,,,,,SPQU,Arequipa Rodriguez Ballon International Airport,8405,-16.341,-71.583
232,YARG,Argyle Airport,522,-16.629999,128.449997,,,,,,,,,,,,,,YARG,Argyle Airport,522,-16.629999,128.449997
233,SCAR,Arica Chacalluta International Airport,167,-18.348499,-70.338699,,,,,,,,,,,,,,SCAR,Arica Chacalluta International Airport,167,-18.348499,-70.338699
234,SSOU,Aripuana Airport,738,-10.186673,-59.457531,,,,,,,,,,,,,,SSOU,Aripuana Airport,738,-10.186673,-59.457531
235,SJOG,Ariquemes Airport,461,-9.880993,-63.047237,,,,,,,,,,,,,,SJOG,Ariquemes Airport,461,-9.880993,-63.047237
236,ULAA,Arkhangelsk Talagi Airport,62,64.600281,40.71666,,,,,,,,,,,,,,ULAA,Arkhangelsk Talagi Airport,62,64.600281,40.71666
237,ULAH,Arkhangelsk Vaskovo Airport,73,64.441689,40.422092,,,,,,,,,,,,,,ULAH,Arkhangelsk Vaskovo Airport,73,64.441689,40.422092
238,KAWO,Arlington Municipal Airport,142,48.160831,-122.15889,,,,,,,,,,,,,,KAWO,Arlington Municipal Airport,142,48.160831,-122.15889
239,KGKY,Arlington Municipal Airport,628,32.66,-97.089996,,,,,,,,,,,,,,KGKY,Arlington Municipal Airport,628,32.66,-97.089996
240,SKAR,Armenia El Eden International Airport,3990,4.453333,-75.7658,,,,,,,,,,,,,,SKAR,Armenia El Eden International Airport,3990,4.453333,-75.7658
241,YARM,Armidale Airport,3556,-30.528334,151.616669,,,,,,,,,,,,,,YARM,Armidale Airport,3556,-30.528334,151.616669
242,KATS,Artesia Municipal Airport,3541,32.852501,-104.468002,,,,,,,,,,,,,,KATS,Artesia Municipal Airport,3541,32.852501,-104.468002
243,MYCA,Arthur's Town Airport,18,24.628611,-75.671387,,,,,,,,,,,,,,MYCA,Arthur's Town Airport,18,24.628611,-75.671387
244,HUAR,Arua Airport,3928,3.049893,30.911785,,,,,,,,,,,,,,HUAR,Arua Airport,3928,3.049893,30.911785
245,HTAR,Arusha Airport,4550,-3.36779,36.633331,,,,,,,,,,,,,,HTAR,Arusha Airport,4550,-3.36779,36.633331
246,NTGU,Arutua Airport,9,-15.2463,-146.619995,,,,,,,,,,,,,,NTGU,Arutua Airport,9,-15.2463,-146.619995
247,CYEK,Arviat Airport,32,61.094158,-94.070801,,,,,,,,,,,,,,CYEK,Arviat Airport,32,61.094158,-94.070801
248,ESNX,Arvidsjaur Airport,1245,65.590271,19.28194,,,,,,,,,,,,,,ESNX,Arvidsjaur Airport,1245,65.590271,19.28194
249,ZBES,Arxan Yiershi Airport,2918,47.310555,119.911942,,,,,,,,,,,,,,ZBES,Arxan Yiershi Airport,2918,47.310555,119.911942
250,DNAS,Asaba International Airport,242,6.203055,6.667222,,,,,,,,,,,,,,DNAS,Asaba International Airport,242,6.203055,6.667222
251,RJEC,Asahikawa Airport,721,43.67083,142.447495,,,,,,,,,,,,,,RJEC,Asahikawa Airport,721,43.67083,142.447495
252,FHAW,Ascension Island Airport,278,-7.9696,-14.3937,,,,,,,,,,,,,,FHAW,Ascension Island Airport,278,-7.9696,-14.3937
253,KAVL,Asheville Regional Airport,2164,35.436192,-82.541801,,,,,,,,,,,,,,KAVL,Asheville Regional Airport,2164,35.436192,-82.541801
254,UTAA,Ashgabat International Airport,692,37.986809,58.360958,,,,,,,,,,,,,,UTAA,Ashgabat International Airport,692,37.986809,58.360958
255,HHAS,Asmara International Airport,7661,15.29185,38.91066,,,,,,,,,,,,,,HHAS,Asmara International Airport,7661,15.29185,38.91066
256,HASO,Asosa Airport,5120,10.01855,34.58625,,,,,,,,,,,,,,HASO,Asosa Airport,5120,10.01855,34.58625
257,KASE,Aspen Pitkin County Airport,7838,39.22316,-106.867996,,,,,,,,,,,,,,KASE,Aspen Pitkin County Airport,7838,39.22316,-106.867996
258,OIBP,Assaluyeh Persian Gulf Airport,40,27.383959,52.735516,,,,,,,,,,,,,,OIBP,Assaluyeh Persian Gulf Airport,40,27.383959,52.735516
259,HEAT,Assiut Airport,772,27.046499,31.01198,,,,,,,,,,,,,,HEAT,Assiut Airport,772,27.046499,31.01198
260,UACC,Astana Nursultan Nazarbayev International Airport,1165,51.022221,71.466942,,,,,,,,,,,,,,UACC,Astana Nursultan Nazarbayev International Airport,1165,51.022221,71.466942
261,KAST,Astoria Regional Airport,15,46.159721,-123.879997,,,,,,,,,,,,,,KAST,Astoria Regional Airport,15,46.159721,-123.879997
262,URWA,Astrakhan Narimanovo Airport,65,46.283329,48.006271,,,,,,,,,,,,,,URWA,Astrakhan Narimanovo Airport,65,46.283329,48.006271
263,LEAS,Asturias Airport,416,43.56356,-6.03462,,,,,,,,,,,,,,LEAS,Asturias Airport,416,43.56356,-6.03462
264,LGPL,Astypalaia Island National Airport,165,36.579887,26.375822,,,,,,,,,,,,,,LGPL,Astypalaia Island National Airport,165,36.579887,26.375822
265,SGAS,Asuncion Silvio Pettirossi International Airport,292,-25.239799,-57.5191,,,,,,,,,,,,,,SGAS,Asuncion Silvio Pettirossi International Airport,292,-25.239799,-57.5191
266,HESN,Aswan International Airport,662,23.96435,32.819969,,,,,,,,,,,,,,HESN,Aswan International Airport,662,23.96435,32.819969
267,WATA,Atambua Haliwen Airport,1028,-9.074864,124.903091,,,,,,,,,,,,,,WATA,Atambua Haliwen Airport,1028,-9.074864,124.903091
268,WPAT,Atauro Airport,17,-8.243113,125.606392,,,,,,,,,,,,,,WPAT,Atauro Airport,17,-8.243113,125.606392
269,KAHN,Athens Ben Epps Airport,808,33.95195,-83.324722,,,,,,,,,,,,,,KAHN,Athens Ben Epps Airport,808,33.95195,-83.324722
270,LGAV,Athens Eleftherios Venizelos,308,37.936352,23.94446,,,,,,,,,,,,,,LGAV,Athens Eleftherios Venizelos,308,37.936352,23.94446
271,KUNI,Athens Gordon K. Bush Airport,766,39.210999,-82.2314,,,,,,,,,,,,,,KUNI,Athens Gordon K. Bush Airport,766,39.210999,-82.2314
272,KMMI,Athens McMinn County Airport,858,35.397221,-84.5625,,,,,,,,,,,,,,KMMI,Athens McMinn County Airport,858,35.397221,-84.5625
273,KRYY,Atlanta Cobb County Airport,1040,34.013058,-84.59861,,,,,,,,,,,,,,KRYY,Atlanta Cobb County Airport,1040,34.013058,-84.59861
274,KPDK,Atlanta DeKalb Peachtree Airport,1003,33.869999,-84.300003,,,,,,,,,,,,,,KPDK,Atlanta DeKalb Peachtree Airport,1003,33.869999,-84.300003
275,KFTY,Atlanta Fulton County Airport,821,33.777195,-84.521141,,,,,,,,,,,,,,KFTY,Atlanta Fulton County Airport,821,33.777195,-84.521141
276,KATL,Atlanta Hartsfield-Jackson International Airport,1026,33.636719,-84.428001,,,,,,,,,,,,,,KATL,Atlanta Hartsfield-Jackson International Airport,1026,33.636719,-84.428001
277,KFFC,Atlanta Regional Airport,784,33.357475,-84.572121,,,,,,,,,,,,,,KFFC,Atlanta Regional Airport,784,33.357475,-84.572121
278,KACY,Atlantic City International Airport,74,39.457581,-74.577103,,,,,,,,,,,,,,KACY,Atlantic City International Airport,74,39.457581,-74.577103
279,KBLM,Atlantic City Monmouth Executive Airport,153,40.186668,-74.124443,,,,,,,,,,,,,,KBLM,Atlantic City Monmouth Executive Airport,153,40.186668,-74.124443
280,PATQ,Atqasuk Airport,96,70.5,-157.333328,,,,,,,,,,,,,,PATQ,Atqasuk Airport,96,70.5,-157.333328
281,CYAT,Attawapiskat Airport,31,52.919998,-82.43,,,,,,,,,,,,,,CYAT,Attawapiskat Airport,31,52.919998,-82.43
282,NTMN,Atuona Airport,1481,-9.76879,-139.011002,,,,,,,,,,,,,,NTMN,Atuona Airport,1481,-9.76879,-139.011002
283,KMER,Atwater Castle Airport,191,37.380482,-120.568001,,,,,,,,,,,,,,KMER,Atwater Castle Airport,191,37.380482,-120.568001
284,UATG,Atyrau Airport,-72,47.121941,51.821381,,,,,,,,,,,,,,UATG,Atyrau Airport,-72,47.121941,51.821381
285,KLEW,Auburn Airport,288,44.048611,-70.283607,,,,,,,,,,,,,,KLEW,Auburn Airport,288,44.048611,-70.283607
286,KAUN,Auburn Municipal Airport,1539,38.9548,-121.082001,,,,,,,,,,,,,,KAUN,Auburn Municipal Airport,1539,38.9548,-121.082001
287,KAUO,Auburn University Regional Airport,777,32.615101,-85.433998,,,,,,,,,,,,,,KAUO,Auburn University Regional Airport,777,32.615101,-85.433998
288,NZAA,Auckland Airport,3,-37.010914,174.790176,,,,,,,,,,,,,,NZAA,Auckland Airport,3,-37.010914,174.790176
289,EDMA,Augsburg Airport,1515,48.425152,10.93176,,,,,,,,,,,,,,EDMA,Augsburg Airport,1515,48.425152,10.93176
290,KDNL,Augusta Daniel Field Airport,414,33.468098,-82.0392,,,,,,,,,,,,,,KDNL,Augusta Daniel Field Airport,414,33.468098,-82.0392
291,KAGS,Augusta Regional Airport,144,33.369942,-81.9645,,,,,,,,,,,,,,KAGS,Augusta Regional Airport,144,33.369942,-81.9645
292,KAUG,Augusta State Airport,352,44.320648,-69.797302,,,,,,,,,,,,,,KAUG,Augusta State Airport,352,44.320648,-69.797302
293,AGGA,Auki Airport,23,-8.702528,160.681778,,,,,,,,,,,,,,AGGA,Auki Airport,23,-8.702528,160.681778
294,CYLA,Aupaluk Airport,117,59.296665,-69.599724,,,,,,,,,,,,,,CYLA,Aupaluk Airport,117,59.296665,-69.599724
295,VAAU,Aurangabad Airport,1911,19.86272,75.398109,,,,,,,,,,,,,,VAAU,Aurangabad Airport,1911,19.86272,75.398109
296,LFLW,Aurillac Tronquieres Airport,2096,44.897579,2.416719,,,,,,,,,,,,,,LFLW,Aurillac Tronquieres Airport,2096,44.897579,2.416719
297,YAUR,Aurukun Airport,29,-13.353889,141.72084,,,,,,,,,,,,,,YAUR,Aurukun Airport,29,-13.353889,141.72084
298,KAUS,Austin Bergstrom International Airport,542,30.194521,-97.6698,,,,,,,,,,,,,,KAUS,Austin Bergstrom International Airport,542,30.194521,-97.6698
299,KEDC,Austin Executive Airport,620,30.389999,-97.559998,,,,,,,,,,,,,,KEDC,Austin Executive Airport,620,30.389999,-97.559998
300,KAUM,Austin Municipal Airport,1227,43.663853,-92.933189,,,,,,,,,,,,,,KAUM,Austin Municipal Airport,1227,43.663853,-92.933189
301,LFLA,Auxerre Branches Airport,523,47.846321,3.496578,,,,,,,,,,,,,,LFLA,Auxerre Branches Airport,523,47.846321,3.496578
302,KAVX,Avalon Catalina Airport,1602,33.404999,-118.415833,,,,,,,,,,,,,,KAVX,Avalon Catalina Airport,1602,33.404999,-118.415833
303,NCRG,Avarua Rarotonga International Airport,19,-21.2027,-159.804993,,,,,,,,,,,,,,NCRG,Avarua Rarotonga International Airport,19,-21.2027,-159.804993
304,LIPA,Aviano Air Base,410,46.031879,12.59647,,,,,,,,,,,,,,LIPA,Aviano Air Base,410,46.031879,12.59647
305,LFMV,Avignon Caumont Airport,124,43.906582,4.902028,,,,,,,,,,,,,,LFMV,Avignon Caumont Airport,124,43.906582,4.902028
306,KAVP,Avoca Wilkes-Barre/Scranton International Airport,962,41.33847,-75.723297,,,,,,,,,,,,,,KAVP,Avoca Wilkes-Barre/Scranton International Airport,962,41.33847,-75.723297
307,OBKH,Awali Sakhir Air Base,49,26.034721,50.524445,,,,,,,,,,,,,,OBKH,Awali Sakhir Air Base,49,26.034721,50.524445
308,HALA,Awasa Airport,5604,7.095,38.398335,,,,,,,,,,,,,,HALA,Awasa Airport,5604,7.095,38.398335
309,HAAX,Axum Airport,6915,14.14675,38.772831,,,,,,,,,,,,,,HAAX,Axum Airport,6915,14.14675,38.772831
310,SPHO,Ayacucho Airport,8917,-13.1548,-74.204399,,,,,,,,,,,,,,SPHO,Ayacucho Airport,8917,-13.1548,-74.204399
311,YAYE,Ayers Rock Airport,1626,-25.1861,130.975494,,,,,,,,,,,,,,YAYE,Ayers Rock Airport,1626,-25.1861,130.975494
312,YAYR,Ayr Airport,41,-19.591232,147.326462,,,,,,,,,,,,,,YAYR,Ayr Airport,41,-19.591232,147.326462
313,WASO,Babo Airport,10,-2.53224,133.438797,,,,,,,,,,,,,,WASO,Babo Airport,10,-2.53224,133.438797
314,LRBC,Bacau International Airport,607,46.521938,26.910271,,,,,,,,,,,,,,LRBC,Bacau International Airport,607,46.521938,26.910271
315,RPVB,Bacolod City Silay International Airport,25,10.776905,123.018394,,,,,,,,,,,,,,RPVB,Bacolod City Silay International Airport,25,10.776905,123.018394
316,LEBZ,Badajoz Airport,609,38.891251,-6.82133,,,,,,,,,,,,,,LEBZ,Badajoz Airport,609,38.891251,-6.82133
317,OPTH,Badin Talhar Airport,28,24.841511,68.838402,,,,,,,,,,,,,,OPTH,Badin Talhar Airport,28,24.841511,68.838402
318,YBAU,Badu Island Airport,14,-10.15,142.173401,,,,,,,,,,,,,,YBAU,Badu Island Airport,14,-10.15,142.173401
319,FKKU,Bafoussam Airport,4347,5.536919,10.35458,,,,,,,,,,,,,,FKKU,Bafoussam Airport,4347,5.536919,10.35458
320,SBBG,Bage Comandante Gustavo Kraemer Airport,600,-31.390499,-54.112202,,,,,,,,,,,,,,SBBG,Bage Comandante Gustavo Kraemer Airport,600,-31.390499,-54.112202
321,ORBI,Baghdad International Airport,114,33.262501,44.234444,,,,,,,,,,,,,,ORBI,Baghdad International Airport,114,33.262501,44.234444
322,VNBL,Baglung Airport,3320,28.212799,83.666298,,,,,,,,,,,,,,VNBL,Baglung Airport,3320,28.212799,83.666298
323,RPUB,Baguio Loakan Airport,4251,16.375099,120.619598,,,,,,,,,,,,,,RPUB,Baguio Loakan Airport,4251,16.375099,120.619598
324,OPBW,Bahawalpur Airport,392,29.348057,71.717781,,,,,,,,,,,,,,OPBW,Bahawalpur Airport,392,29.348057,71.717781
325,SAZB,Bahia Blanca Comandante Espora Airport,246,-38.724899,-62.1693,,,,,,,,,,,,,,SAZB,Bahia Blanca Comandante Espora Airport,246,-38.724899,-62.1693
326,SKBS,Bahia Solano Jose Celestino Mutis Airport,80,6.202936,-77.394798,,,,,,,,,,,,,,SKBS,Bahia Solano Jose Celestino Mutis Airport,80,6.202936,-77.394798
327,HABD,Bahir Dar Airport,5976,11.60807,37.32164,,,,,,,,,,,,,,HABD,Bahir Dar Airport,5976,11.60807,37.32164
328,OBBI,Bahrain International Airport,6,26.27083,50.63361,,,,,,,,,,,,,,OBBI,Bahrain International Airport,6,26.27083,50.63361
329,LRBM,Baia Mare Airport,605,47.658379,23.47002,,,,,,,,,,,,,,LRBM,Baia Mare Airport,605,47.658379,23.47002
330,ZLGL,Baicheng Chang'an Airport,463,45.50528,123.019722,,,,,,,,,,,,,,ZLGL,Baicheng Chang'an Airport,463,45.50528,123.019722
331,CYBC,Baie Comeau Airport,71,49.1325,-68.204399,,,,,,,,,,,,,,CYBC,Baie Comeau Airport,71,49.1325,-68.204399
332,KBGE,Bainbridge Decatur County Airport,134,30.972855,-84.635307,,,,,,,,,,,,,,KBGE,Bainbridge Decatur County Airport,134,30.972855,-84.635307
333,YBNS,Bairnsdale Airport,165,-37.887501,147.567993,,,,,,,,,,,,,,YBNS,Bairnsdale Airport,165,-37.887501,147.567993
334,ZGBS,Baise Bama Airport,480,23.719469,106.967773,,,,,,,,,,,,,,ZGBS,Baise Bama Airport,480,23.719469,106.967773
335,ZYBS,Baishan Changbaishan Airport,2883,42.088055,127.548889,,,,,,,,,,,,,,ZYBS,Baishan Changbaishan Airport,2883,42.088055,127.548889
336,WATB,Bajawa Turelelo Soa Airport,4326,-8.7125,121.0625,,,,,,,,,,,,,,WATB,Bajawa Turelelo Soa Airport,4326,-8.7125,121.0625
337,WBGO,Bakelalan Airport,3039,3.973691,115.617157,,,,,,,,,,,,,,WBGO,Bakelalan Airport,3039,3.973691,115.617157
338,KBKE,Baker City Municipal Airport,3373,44.837299,-117.808998,,,,,,,,,,,,,,KBKE,Baker City Municipal Airport,3373,44.837299,-117.808998
339,CYBK,Baker Lake Airport,59,64.298882,-96.077698,,,,,,,,,,,,,,CYBK,Baker Lake Airport,59,64.298882,-96.077698
340,KBFL,Bakersfield Meadows Field Airport,510,35.433861,-119.056999,,,,,,,,,,,,,,KBFL,Bakersfield Meadows Field Airport,510,35.433861,-119.056999
341,UBBB,Baku Heydar Aliyev International Airport,10,40.467499,50.046661,,,,,,,,,,,,,,UBBB,Baku Heydar Aliyev International Airport,10,40.467499,50.046661
342,AGGE,Balalae,29,-6.99111,155.88559,,,,,,,,,,,,,,AGGE,Balalae,29,-6.99111,155.88559
343,MPPA,Balboa Panama Pacifico International Airport,33,8.914011,-79.598091,,,,,,,,,,,,,,MPPA,Balboa Panama Pacifico International Airport,33,8.914011,-79.598091
344,YBLC,Balcanoona Airport,472,-30.534555,139.33754,,,,,,,,,,,,,,YBLC,Balcanoona Airport,472,-30.534555,139.33754
345,YBGO,Balgo Hill Airport,1423,-20.153719,127.977119,,,,,,,,,,,,,,YBGO,Balgo Hill Airport,1423,-20.153719,127.977119
346,WALL,Balikpapan Sepinggan Airport,12,-1.26827,116.894402,,,,,,,,,,,,,,WALL,Balikpapan Sepinggan Airport,12,-1.26827,116.894402
347,UAAH,Balkhash Airport,1446,46.893299,75.004997,,,,,,,,,,,,,,UAAH,Balkhash Airport,1446,46.893299,75.004997
348,YLLE,Ballera Airport,385,-27.408333,141.808334,,,,,,,,,,,,,,YLLE,Ballera Airport,385,-27.408333,141.808334
349,YBNA,Ballina Byron Gateway Airport,7,-28.833799,153.5625,,,,,,,,,,,,,,YBNA,Ballina Byron Gateway Airport,7,-28.833799,153.5625
350,SCBA,Balmaceda Airport,1722,-45.916,-71.6894,,,,,,,,,,,,,,SCBA,Balmaceda Airport,1722,-45.916,-71.6894
351,KMTN,Baltimore Martin State Airport,22,39.321667,-76.411667,,,,,,,,,,,,,,KMTN,Baltimore Martin State Airport,22,39.321667,-76.411667
352,KBWI,Baltimore Washington International Airport,146,39.175362,-76.668297,,,,,,,,,,,,,,KBWI,Baltimore Washington International Airport,146,39.175362,-76.668297
353,EDWZ,Baltrum Airport,7,53.724724,7.373333,,,,,,,,,,,,,,EDWZ,Baltrum Airport,7,53.724724,7.373333
354,OIKM,Bam Airport,3184,29.084208,58.449783,,,,,,,,,,,,,,OIKM,Bam Airport,3184,29.084208,58.449783
355,YNPE,Bamaga Northern Peninsula Airport,33,-10.945702,142.454697,,,,,,,,,,,,,,YNPE,Bamaga Northern Peninsula Airport,33,-10.945702,142.454697
356,GABS,Bamako Senou International Airport,1247,12.53354,-7.94994,,,,,,,,,,,,,,GABS,Bamako Senou International Airport,1247,12.53354,-7.94994
357,EDQA,Bamberg Breitenau Airport,816,49.921146,10.915216,,,,,,,,,,,,,,EDQA,Bamberg Breitenau Airport,816,49.921146,10.915216
358,FKKV,Bamenda Airport,4065,6.039239,10.12263,,,,,,,,,,,,,,FKKV,Bamenda Airport,4065,6.039239,10.12263
359,VLHS,Ban Houeisay Airport,1380,20.260511,100.436783,,,,,,,,,,,,,,VLHS,Ban Houeisay Airport,1380,20.260511,100.436783
360,WITT,Banda Aceh International Airport,65,5.523522,95.420372,,,,,,,,,,,,,,WITT,Banda Aceh International Airport,65,5.523522,95.420372
361,OIKB,Bandar Abbas International Airport,22,27.218309,56.37785,,,,,,,,,,,,,,OIKB,Bandar Abbas International Airport,22,27.218309,56.37785
